"Facility RPA","Facility Sub Region","Facility WPA","Facility District","Permit","Site Name","Operator","Permit Type","Easting","Northing","Post Code","Form","Basic Waste Cat","EWC Chapter","EWC Sub Chapter","EWC Waste Desc","Waste Code","Site Category","Facility Type","Recorded Destination","Destination WPA","Destination Region","Fate","R and D code","Tonnes Removed","SOC Category","SOC Sub Category"
"East of England","Suffolk","Suffolk","Babergh","71476","Great Waldingfield W T S","Mini Waste Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",589900,243600,"CO10 0RE","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Wood - glass and plastic","plastic","17 02 03","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",31.54,"07 - Non-metallic wastes","Plastic wastes"
"East of England","Suffolk","Suffolk","Babergh","71476","Great Waldingfield W T S","Mini Waste Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",589900,243600,"CO10 0RE","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Garden and park wastes (including cemetery waste)","biodegradable waste","20 02 01","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R03",132.66,"09 - Animal and vegetal wastes","Green wastes"
"East of England","Suffolk","Suffolk","Babergh","71476","Great Waldingfield W T S","Mini Waste Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",589900,243600,"CO10 0RE","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11","19 12 12","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Landfill","D01",1161.42,"10 - Mixed ordinary wastes","Sorting residues"
"East of England","Suffolk","Suffolk","Babergh","71476","Great Waldingfield W T S","Mini Waste Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",589900,243600,"CO10 0RE","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","bricks","17 01 02","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",2561.12,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Babergh","71476","Great Waldingfield W T S","Mini Waste Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",589900,243600,"CO10 0RE","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Soil (including excavated soil from contaminated sites) - stones and dredging spoil","soil and stones other than those mentioned in 17 05 03","17 05 04","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R03",2065.19,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","Babergh","403474","Harry Smith Aggregates","Mr Graham Smith, Mrs Beverley Smith, Mr Nathan Smith, Miss Hannah Smith","SR2010 No12 : Treatment of waste to produce soil <75,000 tpy",589980,243593,"CO10 0RE","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Soil (including excavated soil from contaminated sites) - stones and dredging spoil","soil and stones other than those mentioned in 17 05 03","17 05 04","Treatment","Physical Treatment","Suffolk","Suffolk","East of England","Other Fate","D03",550,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","Babergh","403474","Harry Smith Aggregates","Mr Graham Smith, Mrs Beverley Smith, Mr Nathan Smith, Miss Hannah Smith","SR2010 No12 : Treatment of waste to produce soil <75,000 tpy",589980,243593,"CO10 0RE","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","concrete","17 01 01","Treatment","Physical Treatment","Suffolk","Suffolk","East of England","Recovery","R13",5730,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Babergh","403474","Harry Smith Aggregates","Mr Graham Smith, Mrs Beverley Smith, Mr Nathan Smith, Miss Hannah Smith","SR2010 No12 : Treatment of waste to produce soil <75,000 tpy",589980,243593,"CO10 0RE","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Soil (including excavated soil from contaminated sites) - stones and dredging spoil","soil and stones other than those mentioned in 17 05 03","17 05 04","Treatment","Physical Treatment","Suffolk","Suffolk","East of England","Recovery","R13",610,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","Babergh","70760","Sudbury Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",585947,240588,"CO10 7HG","Liquid","Hazardous","13 - OIL WASTES AND WASTES OF LIQUID FUELS","Waste engine - gear and lubricating oils","mineral-based non-chlorinated engine, gear and lubricating oils","13 02 05*","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R09",2.76,"01 - Chemical compound wastes","Used oils"
"East of England","Suffolk","Suffolk","Babergh","70760","Sudbury Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",585947,240588,"CO10 7HG","Solid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Gases in pressure containers and discarded chemicals","gases in pressure containers (including halons) containing dangerous substances","16 05 04*","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R04",0.43,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Babergh","70760","Sudbury Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",585947,240588,"CO10 7HG","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R04",211.594,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Babergh","70760","Sudbury Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",585947,240588,"CO10 7HG","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","paper and cardboard","20 01 01","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R13",139.43,"07 - Non-metallic wastes","Paper and cardboard wastes"
"East of England","Suffolk","Suffolk","Babergh","70760","Sudbury Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",585947,240588,"CO10 7HG","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","glass","20 01 02","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R05",34.49,"07 - Non-metallic wastes","Glass wastes"
"East of England","Suffolk","Suffolk","Babergh","70760","Sudbury Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",585947,240588,"CO10 7HG","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","clothes","20 01 10","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R11",12.07,"07 - Non-metallic wastes","Textile wastes"
"East of England","Suffolk","Suffolk","Babergh","70760","Sudbury Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",585947,240588,"CO10 7HG","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","wood other than that mentioned in 20 01 37","20 01 38","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R03",611.849,"07 - Non-metallic wastes","Wood wastes"
"East of England","Suffolk","Suffolk","Babergh","70760","Sudbury Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",585947,240588,"CO10 7HG","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","plastics","20 01 39","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R13",66.957,"07 - Non-metallic wastes","Plastic wastes"
"East of England","Suffolk","Suffolk","Babergh","70760","Sudbury Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",585947,240588,"CO10 7HG","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","end-of-life vehicles, containing neither liquids nor other hazardous components","16 01 06","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R05",0.685,"08 - Discarded equipment","Discarded vehicles"
"East of England","Suffolk","Suffolk","Babergh","70760","Sudbury Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",585947,240588,"CO10 7HG","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Electrical and electronic equipment","components removed from discarded equipment other than those mentioned in 16 02 15","16 02 16","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R04",0.182,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Babergh","70760","Sudbury Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",585947,240588,"CO10 7HG","Solid","Hazardous","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","fluorescent tubes and other mercury-containing waste","20 01 21*","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R05",0.375,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Babergh","70760","Sudbury Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",585947,240588,"CO10 7HG","Solid","Hazardous","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","discarded equipment containing chlorofluorocarbons","20 01 23*","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R04",24.158,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Babergh","70760","Sudbury Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",585947,240588,"CO10 7HG","Solid","Hazardous","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","batteries and accumulators included in 16 06 01, 16 06 02 or 16 06 03 and unsorted batteries and accumulators containing these batteries","20 01 33*","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R04",9.638,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Babergh","70760","Sudbury Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",585947,240588,"CO10 7HG","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","batteries and accumulators other than those mentioned in 20 01 33","20 01 34","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R04",1.009,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Babergh","70760","Sudbury Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",585947,240588,"CO10 7HG","Solid","Hazardous","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","discarded electrical and electronic equipment other than those mentioned in 20 01 21 and 20 01 23 containing hazardous components ( 6 )","20 01 35*","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R05",13.651,"08 - Discarded equipment","Discarded electrical and electronic equipment"
"East of England","Suffolk","Suffolk","Babergh","70760","Sudbury Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",585947,240588,"CO10 7HG","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","discarded electrical and electronic equipment other than those mentioned in 20 01 21, 20 01 23 and 20 01 35","20 01 36","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R04",215.895,"08 - Discarded equipment","Discarded electrical and electronic equipment"
"East of England","Suffolk","Suffolk","Babergh","70760","Sudbury Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",585947,240588,"CO10 7HG","Liquid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","edible oil and fat","20 01 25","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R09",0.656,"09 - Animal and vegetal wastes","Waste of food preparation and products"
"East of England","Suffolk","Suffolk","Babergh","70760","Sudbury Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",585947,240588,"CO10 7HG","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Garden and park wastes (including cemetery waste)","biodegradable waste","20 02 01","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R03",512.32,"09 - Animal and vegetal wastes","Green wastes"
"East of England","Suffolk","Suffolk","Babergh","70760","Sudbury Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",585947,240588,"CO10 7HG","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Other municipal wastes","mixed municipal waste","20 03 01","Transfer","CA Site","Suffolk","Suffolk","East of England","Incineration","R01",671.355,"10 - Mixed ordinary wastes","Household and similar wastes"
"East of England","Suffolk","Suffolk","Babergh","70760","Sudbury Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",585947,240588,"CO10 7HG","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06","17 01 07","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R05",28.06,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Babergh","70799","T. D. And A. M. Bugg Ltd","T D And A M Bugg Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",596324,234888,"CO6 4NU","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Metals (including their alloys)","mixed metals","17 04 07","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R04",1036.32,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Babergh","70799","T. D. And A. M. Bugg Ltd","T D And A M Bugg Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",596324,234888,"CO6 4NU","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Wood - glass and plastic","wood","17 02 01","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",37.79,"07 - Non-metallic wastes","Wood wastes"
"East of England","Suffolk","Suffolk","Babergh","70799","T. D. And A. M. Bugg Ltd","T D And A M Bugg Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",596324,234888,"CO6 4NU","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","paper and cardboard","20 01 01","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",16.78,"07 - Non-metallic wastes","Paper and cardboard wastes"
"East of England","Suffolk","Suffolk","Babergh","70799","T. D. And A. M. Bugg Ltd","T D And A M Bugg Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",596324,234888,"CO6 4NU","Solid","Hhold/Ind/Com","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11","19 12 12","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Landfill","D01",2919.93,"10 - Mixed ordinary wastes","Sorting residues"
"East of England","Suffolk","Suffolk","Babergh","70799","T. D. And A. M. Bugg Ltd","T D And A M Bugg Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",596324,234888,"CO6 4NU","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","bricks","17 01 02","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",17.42,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Ipswich","70770","Ipswich Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",615300,244300,"IP1 2DW","Liquid","Hazardous","13 - OIL WASTES AND WASTES OF LIQUID FUELS","Waste engine - gear and lubricating oils","mineral-based non-chlorinated engine, gear and lubricating oils","13 02 05*","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R09",3.96,"01 - Chemical compound wastes","Used oils"
"East of England","Suffolk","Suffolk","Ipswich","70770","Ipswich Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",615300,244300,"IP1 2DW","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Gases in pressure containers and discarded chemicals","gases in pressure containers other than those mentioned in 16 05 04","16 05 05","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R04",0.29,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Ipswich","70770","Ipswich Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",615300,244300,"IP1 2DW","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","metals","20 01 40","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R04",329.382,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Ipswich","70770","Ipswich Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",615300,244300,"IP1 2DW","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","paper and cardboard","20 01 01","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R13",196.25,"07 - Non-metallic wastes","Paper and cardboard wastes"
"East of England","Suffolk","Suffolk","Ipswich","70770","Ipswich Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",615300,244300,"IP1 2DW","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","glass","20 01 02","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R05",47.21,"07 - Non-metallic wastes","Glass wastes"
"East of England","Suffolk","Suffolk","Ipswich","70770","Ipswich Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",615300,244300,"IP1 2DW","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","clothes","20 01 10","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R11",31.81,"07 - Non-metallic wastes","Textile wastes"
"East of England","Suffolk","Suffolk","Ipswich","70770","Ipswich Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",615300,244300,"IP1 2DW","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","wood other than that mentioned in 20 01 37","20 01 38","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R03",1186.624,"07 - Non-metallic wastes","Wood wastes"
"East of England","Suffolk","Suffolk","Ipswich","70770","Ipswich Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",615300,244300,"IP1 2DW","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","plastics","20 01 39","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R13",108.78,"07 - Non-metallic wastes","Plastic wastes"
"East of England","Suffolk","Suffolk","Ipswich","70770","Ipswich Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",615300,244300,"IP1 2DW","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","end-of-life vehicles, containing neither liquids nor other hazardous components","16 01 06","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R05",0.477,"08 - Discarded equipment","Discarded vehicles"
"East of England","Suffolk","Suffolk","Ipswich","70770","Ipswich Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",615300,244300,"IP1 2DW","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Electrical and electronic equipment","components removed from discarded equipment other than those mentioned in 16 02 15","16 02 16","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R04",0.31,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Ipswich","70770","Ipswich Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",615300,244300,"IP1 2DW","Solid","Hazardous","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","fluorescent tubes and other mercury-containing waste","20 01 21*","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R05",0.65,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Ipswich","70770","Ipswich Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",615300,244300,"IP1 2DW","Solid","Hazardous","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","discarded equipment containing chlorofluorocarbons","20 01 23*","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R04",30.604,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Ipswich","70770","Ipswich Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",615300,244300,"IP1 2DW","Solid","Hazardous","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","batteries and accumulators included in 16 06 01, 16 06 02 or 16 06 03 and unsorted batteries and accumulators containing these batteries","20 01 33*","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R04",11.465,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Ipswich","70770","Ipswich Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",615300,244300,"IP1 2DW","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","batteries and accumulators other than those mentioned in 20 01 33","20 01 34","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R04",0.531,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Ipswich","70770","Ipswich Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",615300,244300,"IP1 2DW","Solid","Hazardous","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","discarded electrical and electronic equipment other than those mentioned in 20 01 21 and 20 01 23 containing hazardous components ( 6 )","20 01 35*","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R05",18.425,"08 - Discarded equipment","Discarded electrical and electronic equipment"
"East of England","Suffolk","Suffolk","Ipswich","70770","Ipswich Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",615300,244300,"IP1 2DW","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","discarded electrical and electronic equipment other than those mentioned in 20 01 21, 20 01 23 and 20 01 35","20 01 36","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R04",270.911,"08 - Discarded equipment","Discarded electrical and electronic equipment"
"East of England","Suffolk","Suffolk","Ipswich","70770","Ipswich Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",615300,244300,"IP1 2DW","Liquid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","edible oil and fat","20 01 25","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R09",0.938,"09 - Animal and vegetal wastes","Waste of food preparation and products"
"East of England","Suffolk","Suffolk","Ipswich","70770","Ipswich Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",615300,244300,"IP1 2DW","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Garden and park wastes (including cemetery waste)","biodegradable waste","20 02 01","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R03",382.66,"09 - Animal and vegetal wastes","Green wastes"
"East of England","Suffolk","Suffolk","Ipswich","70770","Ipswich Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",615300,244300,"IP1 2DW","Solid","Hhold/Ind/Com","20 - MUNICIPAL WASTES","Other municipal wastes","mixed municipal waste","20 03 01","Transfer","CA Site","Suffolk","Suffolk","East of England","Incineration","R01",1233.548,"10 - Mixed ordinary wastes","Household and similar wastes"
"East of England","Suffolk","Suffolk","Ipswich","70770","Ipswich Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",615300,244300,"IP1 2DW","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06","17 01 07","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R05",77.88,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Babergh","400562","R E N Breakers","Williams                 Robert Paul Louis","A19a : ELV Facility",613339,245462,"IP1 5AP","Liquid","Hazardous","13 - OIL WASTES AND WASTES OF LIQUID FUELS","Waste engine - gear and lubricating oils","other engine, gear and lubricating oils","13 02 08*","MRS","Car Breaker","Suffolk","Suffolk","East of England","Recovery","R09",3.1,"01 - Chemical compound wastes","Used oils"
"East of England","Suffolk","Suffolk","Babergh","400562","R E N Breakers","Williams                 Robert Paul Louis","A19a : ELV Facility",613339,245462,"IP1 5AP","Liquid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","antifreeze fluids containing dangerous substances","16 01 14*","MRS","Car Breaker","Suffolk","Suffolk","East of England","Recovery","R09",3.1,"01 - Chemical compound wastes","Spent solvents"
"East of England","Suffolk","Suffolk","Babergh","400562","R E N Breakers","Williams                 Robert Paul Louis","A19a : ELV Facility",613339,245462,"IP1 5AP","Gas","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Gases in pressure containers and discarded chemicals","gases in pressure containers (including halons) containing dangerous substances","16 05 04*","MRS","Car Breaker","Suffolk","Suffolk","East of England","Incineration","D10",0.01,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Babergh","400562","R E N Breakers","Williams                 Robert Paul Louis","A19a : ELV Facility",613339,245462,"IP1 5AP","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","ferrous metal","16 01 17","MRS","Car Breaker","Suffolk","Suffolk","East of England","Recovery","R04",200,"06 - Metallic wastes","Ferrous metal waste and scrap"
