"Facility RPA","Facility Sub Region","Facility WPA","Facility District","Permit","Site Name","Operator","Permit Type","Easting","Northing","Post Code","Form","Basic Waste Cat","EWC Chapter","EWC Sub Chapter","EWC Waste Desc","Waste Code","Site Category","Facility Type","Recorded Origin","Origin WPA","Origin Region","Fate","R and D code","Tonnes Received","SOC Category","SOC Sub Category"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","13 - OIL WASTES AND WASTES OF LIQUID FUELS","Wastes of liquid fuels","other fuels (including mixtures)","13 07 03*","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Recovery","R13",0.965,"01 - Chemical compound wastes","Used oils"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","14 - ORGANIC SOLVENT, REFRIGERANT AND PROPELLANT WASTE","Waste organic solvents - refrigerants and foam/aerosol propellants","other solvents and solvent mixtures","14 06 03*","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Recovery","R13",0.2,"01 - Chemical compound wastes","Spent solvents"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","brake fluids","16 01 13*","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Recovery","R13",0.2,"01 - Chemical compound wastes","Used oils"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","antifreeze fluids containing dangerous substances","16 01 14*","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Recovery","R13",0.2,"01 - Chemical compound wastes","Spent solvents"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","08 - PAINT, ADHESIVE, SEALANT AND INK MANUFACTURING WASTE","Manufacture - formulation - supply and use and removal of paint and varnish","waste paint and varnish containing organic solvents or other dangerous substances","08 01 11*","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Recovery","R13",18.725,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","08 - PAINT, ADHESIVE, SEALANT AND INK MANUFACTURING WASTE","Manufacture - formulation - supply and use and removal of paint and varnish","wastes from paint or varnish removal containing organic solvents or other dangerous substances","08 01 17*","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Recovery","R13",5.175,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","08 - PAINT, ADHESIVE, SEALANT AND INK MANUFACTURING WASTE","Manufacture - formulation - supply and use and removal of paint and varnish","waste paint or varnish remover","08 01 21*","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Recovery","R13",0.2,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","08 - PAINT, ADHESIVE, SEALANT AND INK MANUFACTURING WASTE","Wastes not otherwise specified in 08","waste isocyanates","08 05 01*","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Recovery","R13",0.2,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Gas","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Gases in pressure containers and discarded chemicals","gases in pressure containers (including halons) containing dangerous substances","16 05 04*","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Recovery","R13",0.945,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","User left blank","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Gases in pressure containers and discarded chemicals","gases in pressure containers (including halons) containing dangerous substances","16 05 04*","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Recovery","R13",1.645,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hhold/Ind/Com","11 - CHEMICAL SURFACE TREATMENT AND METAL COATING WASTES","Chemical surface treatment and coating of metals and other materials (for example galvanic processes - zinc coating processes - pickling processes - etching - phosphating - alkaline degreasing - anodising)","aqueous rinsing liquids other than those mentioned in 11 01 11","11 01 12","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Recovery","R13",0.2,"03 - Other chemical wastes","Chemical deposits and residues"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Solid","Hhold/Ind/Com","15 - PACKAGING, ABSORBENTS , WIPING CLOTHS ETC N.O.S.","Packaging (including separately collected municipal packaging waste)","metallic packaging","15 01 04","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Recovery","R13",0.03,"06 - Metallic wastes","Mixed metal wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Solid","Hazardous","15 - PACKAGING, ABSORBENTS , WIPING CLOTHS ETC N.O.S.","Absorbents - filter materials - wiping cloths and protective clothing","absorbents, filter materials (including oil filters not otherwise specified), wiping cloths, protective clothing contaminated by dangerous substances","15 02 02*","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Recovery","R13",0.985,"07 - Non-metallic wastes","Textile wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","User left blank","Hazardous","15 - PACKAGING, ABSORBENTS , WIPING CLOTHS ETC N.O.S.","Absorbents - filter materials - wiping cloths and protective clothing","absorbents, filter materials (including oil filters not otherwise specified), wiping cloths, protective clothing contaminated by dangerous substances","15 02 02*","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Recovery","R13",2.82,"07 - Non-metallic wastes","Textile wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Solid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","oil filters","16 01 07*","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Recovery","R13",7.54,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","User left blank","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","oil filters","16 01 07*","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Recovery","R13",19.4,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","brake pads other than those mentioned in 16 01 11","16 01 12","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Recovery","R13",1.495,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Solid","Hazardous","20 - MUNICIPAL WASTES","Separately collected fractions (except 15 01)","fluorescent tubes and other mercury-containing waste","20 01 21*","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Recovery","R13",0.65,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","User left blank","Hazardous","15 - PACKAGING, ABSORBENTS , WIPING CLOTHS ETC N.O.S.","Packaging (including separately collected municipal packaging waste)","packaging containing residues of or contaminated by dangerous substances","15 01 10*","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Recovery","R13",0.828,"10 - Mixed ordinary wastes","Mixed and undifferentiated materials"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Solid","Hazardous","15 - PACKAGING, ABSORBENTS , WIPING CLOTHS ETC N.O.S.","Packaging (including separately collected municipal packaging waste)","packaging containing residues of or contaminated by dangerous substances","15 01 10*","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Recovery","R13",0.371,"10 - Mixed ordinary wastes","Mixed and undifferentiated materials"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hhold/Ind/Com","06 - INORGANIC CHEMICAL PROCESS WASTE","Manufacture - formulation - supply and use of salts and their solutions and metallic oxides","solid salts and solutions other than those mentioned in 06 03 11 and 06 03 13","06 03 14","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Transfer (D)","D15",0.6,"01 - Chemical compound wastes","Acid, alkalies or salts"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hhold/Ind/Com","11 - CHEMICAL SURFACE TREATMENT AND METAL COATING WASTES","Chemical surface treatment and coating of metals and other materials (for example galvanic processes - zinc coating processes - pickling processes - etching - phosphating - alkaline degreasing - anodising)","degreasing wastes other than those mentioned in 11 01 13","11 01 14","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Transfer (D)","D15",14.35,"01 - Chemical compound wastes","Spent solvents"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","12 - SHAPING AND PHYSICAL TREATMENT OF METALS AND PLASTICS","Wastes from shaping and physical and mechanical surface treatment of metals and plastics","machining emulsions and solutions free of halogens","12 01 09*","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Transfer (D)","D15",1.2,"01 - Chemical compound wastes","Used oils"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","antifreeze fluids containing dangerous substances","16 01 14*","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Transfer (D)","D15",8.536,"01 - Chemical compound wastes","Spent solvents"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hhold/Ind/Com","08 - PAINT, ADHESIVE, SEALANT AND INK MANUFACTURING WASTE","Manufacture - formulation - supply and use and removal of paint and varnish","waste paint and varnish other than those mentioned in 08 01 11","08 01 12","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Transfer (D)","D15",4.695,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Sludge","Hhold/Ind/Com","08 - PAINT, ADHESIVE, SEALANT AND INK MANUFACTURING WASTE","Manufacture - formulation - supply and use and removal of paint and varnish","aqueous sludges containing paint or varnish other than those mentioned in 08 01 15","08 01 16","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Transfer (D)","D15",0.6,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","08 - PAINT, ADHESIVE, SEALANT AND INK MANUFACTURING WASTE","Manufacture - formulation - supply and use and removal of paint and varnish","wastes from paint or varnish removal containing organic solvents or other dangerous substances","08 01 17*","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Transfer (D)","D15",6.11,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hhold/Ind/Com","08 - PAINT, ADHESIVE, SEALANT AND INK MANUFACTURING WASTE","Manufacture - formulation - supply and use and removal of paint and varnish","wastes from paint or varnish removal other than those mentioned in 08 01 17","08 01 18","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Transfer (D)","D15",0.2,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Solid","Hazardous","06 - INORGANIC CHEMICAL PROCESS WASTE","Inorganic chemical processes not otherwise specified","spent activated carbon (except 06 07 02)","06 13 02*","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Transfer (D)","D15",0.1,"03 - Other chemical wastes","Chemical deposits and residues"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hhold/Ind/Com","11 - CHEMICAL SURFACE TREATMENT AND METAL COATING WASTES","Chemical surface treatment and coating of metals and other materials (for example galvanic processes - zinc coating processes - pickling processes - etching - phosphating - alkaline degreasing - anodising)","aqueous rinsing liquids other than those mentioned in 11 01 11","11 01 12","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Transfer (D)","D15",0.6,"03 - Other chemical wastes","Chemical deposits and residues"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Aqueous liquid wastes destined for off-site treatment","aqueous liquid wastes other than those mentioned in 16 10 01","16 10 02","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Transfer (D)","D15",0.2,"03 - Other chemical wastes","Chemical deposits and residues"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","User left blank","Hazardous","15 - PACKAGING, ABSORBENTS , WIPING CLOTHS ETC N.O.S.","Absorbents - filter materials - wiping cloths and protective clothing","absorbents, filter materials (including oil filters not otherwise specified), wiping cloths, protective clothing contaminated by dangerous substances","15 02 02*","Transfer","Haz Waste Transfer","Breckland","Norfolk","East of England","Transfer (D)","D15",0.1,"07 - Non-metallic wastes","Textile wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","11 - CHEMICAL SURFACE TREATMENT AND METAL COATING WASTES","Chemical surface treatment and coating of metals and other materials (for example galvanic processes - zinc coating processes - pickling processes - etching - phosphating - alkaline degreasing - anodising)","degreasing wastes containing dangerous substances","11 01 13*","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Recovery","R13",2.255,"01 - Chemical compound wastes","Spent solvents"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","User left blank","Hazardous","11 - CHEMICAL SURFACE TREATMENT AND METAL COATING WASTES","Chemical surface treatment and coating of metals and other materials (for example galvanic processes - zinc coating processes - pickling processes - etching - phosphating - alkaline degreasing - anodising)","degreasing wastes containing dangerous substances","11 01 13*","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Recovery","R13",12.915,"01 - Chemical compound wastes","Spent solvents"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","12 - SHAPING AND PHYSICAL TREATMENT OF METALS AND PLASTICS","Wastes from shaping and physical and mechanical surface treatment of metals and plastics","machining emulsions and solutions free of halogens","12 01 09*","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Recovery","R13",5.075,"01 - Chemical compound wastes","Used oils"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","13 - OIL WASTES AND WASTES OF LIQUID FUELS","Waste hydraulic oils","mineral based non-chlorinated hydraulic oils","13 01 10*","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Recovery","R13",0.06,"01 - Chemical compound wastes","Used oils"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","13 - OIL WASTES AND WASTES OF LIQUID FUELS","Waste engine - gear and lubricating oils","mineral-based non-chlorinated engine, gear and lubricating oils","13 02 05*","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Recovery","R13",1.025,"01 - Chemical compound wastes","Used oils"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","13 - OIL WASTES AND WASTES OF LIQUID FUELS","Wastes of liquid fuels","other fuels (including mixtures)","13 07 03*","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Recovery","R13",1.02,"01 - Chemical compound wastes","Used oils"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","08 - PAINT, ADHESIVE, SEALANT AND INK MANUFACTURING WASTE","Manufacture - formulation - supply and use and removal of paint and varnish","waste paint and varnish containing organic solvents or other dangerous substances","08 01 11*","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Recovery","R13",3.195,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","User left blank","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Gases in pressure containers and discarded chemicals","gases in pressure containers (including halons) containing dangerous substances","16 05 04*","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Recovery","R13",0.83,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Gas","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Gases in pressure containers and discarded chemicals","gases in pressure containers (including halons) containing dangerous substances","16 05 04*","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Recovery","R13",0.375,"02 - Chemical preparation wastes","Off-specification chemical wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","User left blank","Hhold/Ind/Com","15 - PACKAGING, ABSORBENTS , WIPING CLOTHS ETC N.O.S.","Packaging (including separately collected municipal packaging waste)","plastic packaging","15 01 02","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Recovery","R13",0.303,"07 - Non-metallic wastes","Plastic wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","User left blank","Hazardous","15 - PACKAGING, ABSORBENTS , WIPING CLOTHS ETC N.O.S.","Absorbents - filter materials - wiping cloths and protective clothing","absorbents, filter materials (including oil filters not otherwise specified), wiping cloths, protective clothing contaminated by dangerous substances","15 02 02*","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Recovery","R13",7.279,"07 - Non-metallic wastes","Textile wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Solid","Hazardous","15 - PACKAGING, ABSORBENTS , WIPING CLOTHS ETC N.O.S.","Absorbents - filter materials - wiping cloths and protective clothing","absorbents, filter materials (including oil filters not otherwise specified), wiping cloths, protective clothing contaminated by dangerous substances","15 02 02*","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Recovery","R13",2.34,"07 - Non-metallic wastes","Textile wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Solid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","oil filters","16 01 07*","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Recovery","R13",5.37,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","User left blank","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","End-of-life vehicles from different means of transport (including off-road machinery) and wastes from dismantling of end-of-life vehicles and vehicle maintenance (except 13 - 14 - 16 06 and 16 08)","oil filters","16 01 07*","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Recovery","R13",9.57,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","User left blank","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Batteries and accumulators","lead batteries","16 06 01*","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Recovery","R13",0.02,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Solid","Hhold/Ind/Com","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Batteries and accumulators","other batteries and accumulators","16 06 05","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Recovery","R13",0.005,"08 - Discarded equipment","Discarded machines and equipment components"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Solid","Hazardous","15 - PACKAGING, ABSORBENTS , WIPING CLOTHS ETC N.O.S.","Packaging (including separately collected municipal packaging waste)","packaging containing residues of or contaminated by dangerous substances","15 01 10*","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Recovery","R13",0.42,"10 - Mixed ordinary wastes","Mixed and undifferentiated materials"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","User left blank","Hazardous","15 - PACKAGING, ABSORBENTS , WIPING CLOTHS ETC N.O.S.","Packaging (including separately collected municipal packaging waste)","packaging containing residues of or contaminated by dangerous substances","15 01 10*","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Recovery","R13",0.96,"10 - Mixed ordinary wastes","Mixed and undifferentiated materials"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hazardous","16 - WASTES NOT OTHERWISE SPECIFIED IN THE LIST","Gases in pressure containers and discarded chemicals","discarded organic chemicals consisting of or containing dangerous substances","16 05 08*","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Recovery","R13",1,"10 - Mixed ordinary wastes","Mixed and undifferentiated materials"
"East of England","Suffolk","Suffolk","Mid Suffolk","70796","Safetykleen U K","Safety Kleen U K Ltd","A9 : Hazardous Waste Transfer Station",600209,264846,"IP30 9HN","Liquid","Hhold/Ind/Com","11 - CHEMICAL SURFACE TREATMENT AND METAL COATING WASTES","Chemical surface treatment and coating of metals and other materials (for example galvanic processes - zinc coating processes - pickling processes - etching - phosphating - alkaline degreasing - anodising)","degreasing wastes other than those mentioned in 11 01 13","11 01 14","Transfer","Haz Waste Transfer","Broadland","Norfolk","East of England","Transfer (D)","D15",10.285,"01 - Chemical compound wastes","Spent solvents"
